"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"<a href=""https://aoe4world.com/players/10724618"">FuryRoad</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-upper-bracket-1250-1475-ranked-elo/entrant/13504544"">N/A | Fury Road</a>","1170","1227","1266","2666","298","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-upper-bracket-1250-1475-ranked-elo"">Low Elo Legends - Upper Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3696245"">Free</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-upper-bracket-1250-1475-ranked-elo/entrant/13475588"">Free</a>","1154","1322","1263","2710","945","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-upper-bracket-1250-1475-ranked-elo"">Low Elo Legends - Upper Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-upper-bracket-1250-1475-ranked-elo/entrant/13504569"">Mikadoman</a>","1118","1578","1250","2888","819","Top Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-upper-bracket-1250-1475-ranked-elo"">Low Elo Legends - Upper Bracket (1250-1475 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/1476211"">TryHard_Dad</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo/entrant/13504545"">TryHard_Dad</a>","1045","2317","1194","3919","401","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo"">Low Elo Legends - Lower Bracket (<1250 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11989139"">AntiRaider</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo/entrant/13504551"">AntiRaider</a>","There was 1 matches for the string AntiRaider","There was 1 matches","1160","4725","123","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo"">Low Elo Legends - Lower Bracket (<1250 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/3988937"">SchwabenSveni</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo/entrant/13503723"">SchwabenSveni</a>","865","5263","1116","5974","400","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo"">Low Elo Legends - Lower Bracket (<1250 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11648581"">SamyarS80</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo/entrant/13503181"">SamyarS80</a>","706","8703","1109","6199","201","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo"">Low Elo Legends - Lower Bracket (<1250 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/8800916"">J&J</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo/entrant/13496757"">J&J</a>","There was 28 matches for the string J&J","There was 28 matches","990","11176","687","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo"">Low Elo Legends - Lower Bracket (<1250 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/11822883"">Homeyboss</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo/entrant/13505645"">Homeyboss</a>","696","8905","977","11746","104","Bottom Bracket Swiss","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo"">Low Elo Legends - Lower Bracket (<1250 Ranked Elo)</a>"
"<a href=""https://aoe4world.com/players/14906695"">Loch Ness</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo/entrant/13504534"">Loch Ness</a>","There was 0 matches for the string Loch Ness","There was 0 matches","There was 0 matches for the string Loch Ness","There was 0 matches","There was 0 matches","Bottom Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-39/event/low-elo-legends-lower-bracket-1250-ranked-elo"">Low Elo Legends - Lower Bracket (<1250 Ranked Elo)</a>"
